"V5"	"id"	"sig"	"V4"	"V1"	"V2"	"V3"	"med_fst"	"outlier"	"sig2"
"MAD2L1"	6804	8	"ENSG00000164109"	"chr4"	120055608	120067074	0.0647727238214286	0	1
"MAD2L1BP"	3592	0	"ENSG00000124688"	"chr6"	43629540	43640952	0.137222305263158	0	0
"MAD2L2"	3000	0	"ENSG00000116670"	"chr1"	11674480	11691650	0.166950331772727	0	0
"MADD"	2474	0	"ENSG00000110514"	"chr11"	47269161	47330031	0.132997485714286	0	0
"MAEA"	1256	0	"ENSG00000090316"	"chr4"	1289851	1340147	0.243499887228916	1	0
"MAF1"	8350	0	"ENSG00000179632"	"chr8"	144104499	144107611	0.145323711111111	0	0
"MAFF"	8724	11	"ENSG00000185022"	"chr22"	38200767	38216511	0.124647811923077	0	1
"MAFG"	9199	0	"ENSG00000197063"	"chr17"	81918270	81927714	0.217042166666667	0	0
"MAGEF1"	8183	0	"ENSG00000177383"	"chr3"	184710367	184712002	0.129935816666667	0	0
"MAGOH"	6534	0	"ENSG00000162385"	"chr1"	53226892	53238610	0.1508737013	0	0
"MAGOHB"	2517	11	"ENSG00000111196"	"chr12"	10604190	10613623	0.1440917356	0	1
"MAK"	2590	12	"ENSG00000111837"	"chr6"	10762723	10838555	0.077369922	0	1
"MAK16"	9330	0	"ENSG00000198042"	"chr8"	33484750	33501260	0.0799374422222222	0	0
"MAL"	7761	12	"ENSG00000172005"	"chr2"	95025677	95053996	0.00979135	0	1
"MALSU1"	6163	0	"ENSG00000156928"	"chr7"	23298739	23311729	0.15867360468	0	0
"MALT1"	7780	7	"ENSG00000172175"	"chr18"	58671386	58754477	0.146887616	0	1
"MAMDC4"	8231	0	"ENSG00000177943"	"chr9"	136850943	136860799	0.052693725	0	0
"MAML1"	6464	0	"ENSG00000161021"	"chr5"	179732850	179777286	0.142231163076923	0	0
"MAML2"	8669	0	"ENSG00000184384"	"chr11"	95976598	96343180	0.0374896666666667	0	0
"MAN1A1"	2600	9	"ENSG00000111885"	"chr6"	119177209	119349761	0.0563616774583333	0	1
"MAN1A2"	9345	10	"ENSG00000198162"	"chr1"	117367449	117528872	0.0637212255555556	0	1
"MAN1B1"	8178	0	"ENSG00000177239"	"chr9"	137086927	137109187	0.162885586666667	0	0
"MAN2A1"	2689	8	"ENSG00000112893"	"chr5"	109689366	109869625	0.05527574075	0	1
"MAN2A2"	9129	8	"ENSG00000196547"	"chr15"	90902218	90922584	0.105273644375	0	1
"MAN2B1"	1963	0	"ENSG00000104774"	"chr19"	12646511	12666742	0.148917616111111	0	0
"MAN2B2"	210	8	"ENSG00000013288"	"chr4"	6575175	6623362	0.197668125925926	0	1
"MAN2C1"	5029	0	"ENSG00000140400"	"chr15"	75355207	75368630	0.14422125	0	0
"MANBA"	2392	0	"ENSG00000109323"	"chr4"	102631488	102760994	0.156037112142857	0	0
"MANBAL"	1673	0	"ENSG00000101363"	"chr20"	37289638	37317260	0.09117186	0	0
"MANEA"	7807	0	"ENSG00000172469"	"chr6"	95577543	95609457	0.0503955269230769	0	0
"MANEAL"	8731	0	"ENSG00000185090"	"chr1"	37793802	37801137	0.132846482153846	0	0
"MANF"	5427	12	"ENSG00000145050"	"chr3"	51385047	51389397	0.11502335	0	1
"MAP10"	9683	8	"ENSG00000212916"	"chr1"	232804892	232808407	0.0815947270588235	0	1
"MAP1B"	4116	12	"ENSG00000131711"	"chr5"	72107234	72209570	0.0726897490909091	0	1
"MAP1LC3B"	5070	0	"ENSG00000140941"	"chr16"	87383995	87404779	0.156557557357143	0	0
"MAP1S"	3992	0	"ENSG00000130479"	"chr19"	17719242	17734516	0.13918715	0	0
"MAP2K1"	7446	8	"ENSG00000169032"	"chr15"	66386817	66492312	0.101921751034483	0	1
"MAP2K2"	3774	0	"ENSG00000126934"	"chr19"	4090321	4124129	0.184974186666667	0	0
"MAP2K3"	338	8	"ENSG00000034152"	"chr17"	21284672	21315240	0.10755061875	0	1
"MAP2K4"	631	0	"ENSG00000065559"	"chr17"	12020824	12143830	0.118882642857143	0	0
"MAP2K5"	4761	0	"ENSG00000137764"	"chr15"	67542709	67807123	0.0848787590909091	0	0
"MAP2K6"	2368	0	"ENSG00000108984"	"chr17"	69414698	69543331	0.065101988952381	0	0
"MAP2K7"	917	0	"ENSG00000076984"	"chr19"	7903843	7914478	0.1100085668	0	0
"MAP3K1"	1347	0	"ENSG00000095015"	"chr5"	56815574	56896152	0.116946668	0	0
"MAP3K10"	4030	10	"ENSG00000130758"	"chr19"	40191744	40215575	0.0633537835846154	0	1
"MAP3K11"	7884	9	"ENSG00000173327"	"chr11"	65597755	65615382	0.081716475	0	1
"MAP3K12"	4962	0	"ENSG00000139625"	"chr12"	53479669	53500063	0.0541017333333333	0	0
"MAP3K13"	839	12	"ENSG00000073803"	"chr3"	185282941	185489097	0.0772109857142857	0	1
"MAP3K14"	81	0	"ENSG00000006062"	"chr17"	45263121	45317040	0.107086029	0	0
"MAP3K2"	7554	0	"ENSG00000169967"	"chr2"	127298730	127388465	0.0605436274090909	0	0
"MAP3K3"	9488	0	"ENSG00000198909"	"chr17"	63622415	63696303	0.115573149	0	0
"MAP3K4"	1107	0	"ENSG00000085511"	"chr6"	160991727	161117385	0.108441292727273	0	0
"MAP3K5"	9245	0	"ENSG00000197442"	"chr6"	136557047	136792518	0.085121513047619	0	0
"MAP3K7"	4456	0	"ENSG00000135341"	"chr6"	90513573	90587045	0.0566313345454545	0	0
"MAP3K7CL"	6117	0	"ENSG00000156265"	"chr21"	29077471	29175889	0.103931518095238	0	0
"MAP3K8"	2275	0	"ENSG00000107968"	"chr10"	30433937	30461833	0.0753610171875	0	0
"MAP3K9"	86	12	"ENSG00000006432"	"chr14"	70722526	70809534	0.0244553655	0	1
"MAP4"	416	8	"ENSG00000047849"	"chr3"	47850690	48089272	0.143021625	0	1
"MAP4K1"	1967	0	"ENSG00000104814"	"chr19"	38587641	38618882	0.1303349	0	0
"MAP4K2"	7324	8	"ENSG00000168067"	"chr11"	64784914	64803241	0.178860043333333	0	1
"MAP4K3"	195	12	"ENSG00000011566"	"chr2"	39249266	39437312	0.212153285714286	0	1
"MAP4K4"	775	0	"ENSG00000071054"	"chr2"	101696850	101894689	0.149382741666667	0	0
"MAP4K5"	208	0	"ENSG00000012983"	"chr14"	50418501	50561126	0.1573619625	0	0
"MAP7D1"	3027	0	"ENSG00000116871"	"chr1"	36155579	36180849	0.159734663157895	0	0
"MAP9"	6806	0	"ENSG00000164114"	"chr4"	155342658	155376970	0.155382762708333	0	0
"MAPK1"	1433	0	"ENSG00000100030"	"chr22"	21754500	21867680	0.127051022769231	0	0
"MAPK11"	8769	0	"ENSG00000185386"	"chr22"	50263713	50270767	0.0678817626142857	0	0
"MAPK12"	8966	0	"ENSG00000188130"	"chr22"	50245450	50261825	0.0776088386666667	0	0
"MAPK13"	6149	0	"ENSG00000156711"	"chr6"	36127809	36144524	0.0863646837222222	0	0
"MAPK14"	2612	0	"ENSG00000112062"	"chr6"	36027677	36111236	0.0884152868	0	0
"MAPK1IP1L"	7339	0	"ENSG00000168175"	"chr14"	55051631	55070192	0.09406104875	0	0
"MAPK3"	1794	12	"ENSG00000102882"	"chr16"	30114105	30123506	0.118144364285714	0	1
"MAPK6"	738	12	"ENSG00000069956"	"chr15"	51952106	52067372	0.0943433866666667	0	1
"MAPK7"	7112	0	"ENSG00000166484"	"chr17"	19377721	19383544	0.220192438461538	0	0
"MAPK8"	2240	0	"ENSG00000107643"	"chr10"	48306639	48439360	0.0938254138235294	0	0
"MAPK8IP3"	4907	0	"ENSG00000138834"	"chr16"	1706183	1770317	0.10081052	0	0
"MAPK9"	455	0	"ENSG00000050748"	"chr5"	180233143	180292099	0.0724948703181818	0	0
"MAPKAP1"	3207	0	"ENSG00000119487"	"chr9"	125437393	125707234	0.151007755555556	0	0
"MAPKAPK2"	6595	12	"ENSG00000162889"	"chr1"	206684944	206734283	0.09545451	0	1
"MAPKAPK3"	2810	11	"ENSG00000114738"	"chr3"	50611520	50649297	0.10914352	0	1
"MAPKAPK5"	1206	8	"ENSG00000089022"	"chr12"	111841978	111902238	0.0589320611111111	0	1
"MAPKBP1"	4766	0	"ENSG00000137802"	"chr15"	41774434	41827855	0.172950816666667	0	0
"MAPRE1"	1675	0	"ENSG00000101367"	"chr20"	32819893	32850405	0.104849673333333	0	0
"MAPRE2"	7173	0	"ENSG00000166974"	"chr18"	34976928	35143470	0.0677223625925926	0	0
"MARCKS"	10141	12	"ENSG00000277443"	"chr6"	113857362	113863471	0.10211352	0	1
"MARCKSL1"	8026	0	"ENSG00000175130"	"chr1"	32333832	32336379	0.207222071428571	0	0
"MARK2"	811	12	"ENSG00000072518"	"chr11"	63838928	63911019	0.161937378571429	0	1
"MARK3"	878	0	"ENSG00000075413"	"chr14"	103385392	103503831	0.125039023304348	0	0
"MARK4"	105	0	"ENSG00000007047"	"chr19"	45079288	45305283	0.0579810884516129	0	0
"MARS"	7174	0	"ENSG00000166986"	"chr12"	57475445	57517569	0.146108586666667	0	0
"MARS2"	9980	0	"ENSG00000247626"	"chr2"	197705369	197708387	0.091465316	0	0
"MARVELD2"	5928	0	"ENSG00000152939"	"chr5"	69415112	69444330	0.133751828454545	0	0
"MAST2"	1124	0	"ENSG00000086015"	"chr1"	45786987	46036124	0.0616873352647059	0	0
"MAST3"	1389	0	"ENSG00000099308"	"chr19"	18097793	18151692	0.079848248037037	0	0
"MASTL"	3299	0	"ENSG00000120539"	"chr10"	27154824	27186924	0.0512198178974359	0	0
"MAT2A"	7431	12	"ENSG00000168906"	"chr2"	85539165	85545280	0.0805375864090909	0	1
"MAT2B"	365	0	"ENSG00000038274"	"chr5"	163503114	163519336	0.115307001771429	0	0
"MATR3"	234	12	"ENSG00000015479"	"chr5"	139293648	139331677	0.224504585714286	0	1
"MAU2"	3945	0	"ENSG00000129933"	"chr19"	19320681	19358755	0.113221943	0	0
"MAVS"	1199	0	"ENSG00000088888"	"chr20"	3846799	3876123	0.111145554545455	0	0
"MAX"	3706	0	"ENSG00000125952"	"chr14"	65006174	65102695	0.2325596	0	0
"MB21D2"	8403	0	"ENSG00000180611"	"chr3"	192796815	192918161	0.195081833333333	0	0
"MBD1"	5146	11	"ENSG00000141644"	"chr18"	50266882	50281774	0.0638187963529412	0	1
"MBD2"	4318	0	"ENSG00000134046"	"chr18"	54151601	54224788	0.151130411764706	0	0
"MBD3"	790	12	"ENSG00000071655"	"chr19"	1573596	1592801	0.0672262625	0	1
"MBD4"	3897	0	"ENSG00000129071"	"chr3"	129430944	129440179	0.08671180952	0	0
"MBD5"	9573	0	"ENSG00000204406"	"chr2"	148021011	148516971	0.0614583708333333	0	0
"MBD6"	7175	0	"ENSG00000166987"	"chr12"	57520710	57530148	0.0807050488888889	0	0
"MBIP"	5818	0	"ENSG00000151332"	"chr14"	36298558	36320676	0.16769388	0	0
"MBLAC1"	9766	0	"ENSG00000214309"	"chr7"	100126694	100128498	0.0504298734363636	0	0
"MBLAC2"	8097	0	"ENSG00000176055"	"chr5"	90458203	90474768	0.116580925	0	0
"MBNL1"	5913	8	"ENSG00000152601"	"chr3"	152243828	152465780	0.09855904	0	1
"MBNL2"	4984	12	"ENSG00000139793"	"chr13"	97221434	97394120	0.132083099875	0	1
"MBOAT2"	5330	12	"ENSG00000143797"	"chr2"	8852690	9003813	0.09665869	0	1
"MBOAT7"	3649	0	"ENSG00000125505"	"chr19"	54173412	54189882	0.0803866924108108	0	0
"MBP"	9316	9	"ENSG00000197971"	"chr18"	76978827	77133683	0.0926267225019231	0	1
"MBTD1"	181	8	"ENSG00000011258"	"chr17"	51177425	51260163	0.154401960296296	0	1
"MBTPS1"	5071	11	"ENSG00000140943"	"chr16"	84053761	84116906	0.0350515583333333	0	1
"MCAM"	912	0	"ENSG00000076706"	"chr11"	119308529	119321521	0.197827979230769	0	0
"MCAT"	1488	0	"ENSG00000100294"	"chr22"	43132206	43143394	0.130451562105263	0	0
"MCC"	7700	9	"ENSG00000171444"	"chr5"	113022099	113488830	0.100840672190476	0	1
"MCCC1"	943	0	"ENSG00000078070"	"chr3"	183015218	183116075	0.034417117164303	0	0
"MCCC2"	4126	0	"ENSG00000131844"	"chr5"	71587288	71658704	0.0440956464285714	0	0
"MCEE"	3566	12	"ENSG00000124370"	"chr2"	71109684	71130239	0.133711663157895	0	1
"MCFD2"	8393	0	"ENSG00000180398"	"chr2"	46901870	46941855	0.0438616278484849	0	0
"MCL1"	5270	12	"ENSG00000143384"	"chr1"	150574551	150579738	0.155899922222222	0	1
"MCM10"	620	12	"ENSG00000065328"	"chr10"	13161554	13211104	0.0581289419130435	0	1
"MCM2"	828	0	"ENSG00000073111"	"chr3"	127598223	127622436	0.12187833	0	0
"MCM3"	2618	8	"ENSG00000112118"	"chr6"	52264009	52284881	0.0837775605882353	0	1
"MCM3AP"	6395	0	"ENSG00000160294"	"chr21"	46235126	46286297	0.0696256557377049	0	0
"MCM4"	1959	8	"ENSG00000104738"	"chr8"	47960185	47978160	0.1725055	0	1
"MCM5"	1490	8	"ENSG00000100297"	"chr22"	35400063	35425430	0.0461113448148148	0	1
"MCM6"	896	11	"ENSG00000076003"	"chr2"	135839626	135876426	0.121465685	0	1
"MCM7"	7115	12	"ENSG00000166508"	"chr7"	100092728	100101940	0.077493729	0	1
"MCM8"	3699	12	"ENSG00000125885"	"chr20"	5950652	5998977	0.1704246396	0	1
"MCM9"	2598	0	"ENSG00000111877"	"chr6"	118813442	118935162	0.075601113125	0	0
"MCMBP"	9283	0	"ENSG00000197771"	"chr10"	119829404	119892556	0.0564744036842105	0	0
"MCOLN1"	1272	0	"ENSG00000090674"	"chr19"	7522626	7534009	0.0877325808333333	0	0
"MCOLN2"	5976	8	"ENSG00000153898"	"chr1"	84925583	84997113	0.088132362195122	0	1
"MCOLN3"	500	12	"ENSG00000055732"	"chr1"	85018082	85048499	0.0404249057333333	0	1
"MCPH1"	5583	0	"ENSG00000147316"	"chr8"	6406592	6648504	0.1444641015625	0	0
"MCRIP1"	9838	0	"ENSG00000225663"	"chr17"	81822361	81833302	0.0845932392307692	0	0
"MCRIP2"	7799	0	"ENSG00000172366"	"chr16"	636817	648474	0.14162255	0	0
"MCRS1"	8943	8	"ENSG00000187778"	"chr12"	49556544	49568153	0.153009366666667	0	1
"MCTP1"	8058	12	"ENSG00000175471"	"chr5"	94703741	95284575	0.102970908333333	0	1
"MCTP2"	5046	12	"ENSG00000140563"	"chr15"	94231538	94483952	0.05509733158	0	1
"MCU"	6102	0	"ENSG00000156026"	"chr10"	72692131	72887694	0.13621605	0	0
"MCUR1"	450	0	"ENSG00000050393"	"chr6"	13786557	13814568	0.114835678344444	0	0
"MDC1"	4720	0	"ENSG00000137337"	"chr6"	30699807	30717889	0.127041029411765	0	0
"MDFIC"	4447	12	"ENSG00000135272"	"chr7"	114922154	115019202	0.123885825	0	1
"MDH1"	226	12	"ENSG00000014641"	"chr2"	63588609	63607197	0.178708760933333	0	1
"MDH2"	5540	12	"ENSG00000146701"	"chr7"	76048051	76067508	0.148555257	0	1
"MDK"	2472	0	"ENSG00000110492"	"chr11"	46380756	46383837	0.1447289	0	0
"MDM1"	2548	0	"ENSG00000111554"	"chr12"	68272443	68332381	0.09102616625	0	0
"MDM2"	4497	0	"ENSG00000135679"	"chr12"	68808176	68850686	0.193201022592593	0	0
"MDM4"	9410	0	"ENSG00000198625"	"chr1"	204516379	204558120	0.0597520933333333	0	0
"MDN1"	2624	12	"ENSG00000112159"	"chr6"	89642499	89819723	0.0626838019444445	0	1
"ME1"	638	8	"ENSG00000065833"	"chr6"	83210389	83431071	0.127866093939394	0	1
"ME2"	1033	9	"ENSG00000082212"	"chr18"	50878734	50954257	0.0641390772727273	0	1
"MEA1"	3595	12	"ENSG00000124733"	"chr6"	43012094	43013968	0.233858666666667	0	1
"MEAF6"	6748	0	"ENSG00000163875"	"chr1"	37492575	37514774	0.0883637669565217	0	0
"MECR"	2978	8	"ENSG00000116353"	"chr1"	29192873	29230942	0.0940711469565217	0	1
"MED1"	3663	0	"ENSG00000125686"	"chr17"	39404285	39451286	0.128036614117647	0	0
"MED10"	4274	8	"ENSG00000133398"	"chr5"	6371881	6378594	0.0450105368378378	0	1
"MED11"	6500	0	"ENSG00000161920"	"chr17"	4731428	4733610	0.0981448444736842	0	0
"MED13"	2319	0	"ENSG00000108510"	"chr17"	61942605	62065282	0.0953784073333333	0	0
"MED13L"	3463	12	"ENSG00000123066"	"chr12"	115953872	116277338	0.131790966666667	0	1
"MED15"	1417	0	"ENSG00000099917"	"chr22"	20495913	20587632	0.102962791666667	0	0
"MED16"	8037	12	"ENSG00000175221"	"chr19"	867630	893218	0.0978052919375	0	1
"MED17"	386	0	"ENSG00000042429"	"chr11"	93784227	93814963	0.176952681774194	0	0
"MED18"	4034	0	"ENSG00000130772"	"chr1"	28329002	28335967	0.126104211111111	0	0
"MED19"	6141	0	"ENSG00000156603"	"chr11"	57703714	57712323	0.0826536525	0	0
"MED20"	3590	0	"ENSG00000124641"	"chr6"	41905354	41921139	0.120856953846154	0	0
"MED21"	5930	0	"ENSG00000152944"	"chr12"	27022546	27066343	0.0470084476190476	0	0
"MED22"	5648	0	"ENSG00000148297"	"chr9"	133338323	133348131	0.123616379157895	0	0
"MED23"	2635	0	"ENSG00000112282"	"chr6"	131573966	131628229	0.175020814	0	0
"MED24"	138	0	"ENSG00000008838"	"chr17"	40019097	40061215	0.074203897826087	0	0
"MED25"	1998	0	"ENSG00000104973"	"chr19"	49818279	49838816	0.0656503	0	0
"MED26"	2009	11	"ENSG00000105085"	"chr19"	16574907	16629062	0.0682052783333333	0	1
"MED27"	6413	0	"ENSG00000160563"	"chr9"	131860107	132079908	0.103428044444444	0	0
"MED28"	3152	0	"ENSG00000118579"	"chr4"	17614631	17634105	0.106861447368421	0	0
"MED29"	575	10	"ENSG00000063322"	"chr19"	39391303	39400637	0.105949698461538	0	1
"MED30"	6899	12	"ENSG00000164758"	"chr8"	117520713	117540262	0.06574909185	0	1
"MED31"	2332	11	"ENSG00000108590"	"chr17"	6643315	6651634	0.0929130892941177	0	1
"MED4"	4566	0	"ENSG00000136146"	"chr13"	48053323	48095131	0.137499120434783	0	0
"MED6"	4314	10	"ENSG00000133997"	"chr14"	70581257	70600690	0.0943220973888889	0	1
"MED7"	6092	0	"ENSG00000155868"	"chr5"	157137412	157159019	0.0910337431034483	0	0
"MED8"	6333	8	"ENSG00000159479"	"chr1"	43383917	43389808	0.0848262228571429	0	1
"MED9"	5084	0	"ENSG00000141026"	"chr17"	17476986	17493226	0.142570366666667	0	0
"MEF2A"	703	0	"ENSG00000068305"	"chr15"	99565417	99716466	0.150320607692308	0	0
"MEF2C"	1016	8	"ENSG00000081189"	"chr5"	88717117	88904257	0.095177742	0	1
"MEF2D"	2996	0	"ENSG00000116604"	"chr1"	156463727	156500828	0.13852926	0	0
"MEGF8"	2054	0	"ENSG00000105429"	"chr19"	42325609	42378769	0.0608751175	0	0
"MEGF9"	2197	0	"ENSG00000106780"	"chr9"	120600813	120714470	0.1230058725	0	0
"MEI1"	7181	12	"ENSG00000167077"	"chr22"	41699499	41799456	0.243398133333333	1	1
"MELK"	6963	9	"ENSG00000165304"	"chr9"	36572862	36677683	0.12170562	0	1
"MELTF"	6773	12	"ENSG00000163975"	"chr3"	196988621	197029816	0.155515786666667	0	1
"MEMO1"	6606	0	"ENSG00000162959"	"chr2"	31865060	32011230	0.0114342316666667	0	0
"MEN1"	4308	0	"ENSG00000133895"	"chr11"	64803510	64811294	0.17426088	0	0
"MEPCE"	5551	12	"ENSG00000146834"	"chr7"	100428790	100434126	0.0447041782352941	0	1
"MERTK"	5951	0	"ENSG00000153208"	"chr2"	111898479	112029561	0.0931248948387097	0	0
"METAP1"	6779	0	"ENSG00000164024"	"chr4"	98995620	99062813	0.150212138827586	0	0
"METAP1D"	7842	0	"ENSG00000172878"	"chr2"	171999583	172082430	0.204787878076923	0	0
"METAP2"	2513	8	"ENSG00000111142"	"chr12"	95473520	95515839	0.0594196682758621	0	1
"METRN"	1848	12	"ENSG00000103260"	"chr16"	715115	719655	0.13845387925	0	1
"METTL1"	361	0	"ENSG00000037897"	"chr12"	57768471	57772793	0.0982014493333333	0	0
"METTL12"	9778	12	"ENSG00000214756"	"chr11"	62665309	62668496	0.09206606	0	1
"METTL13"	154	0	"ENSG00000010165"	"chr1"	171781664	171814023	0.0679014586666667	0	0
"METTL14"	5451	0	"ENSG00000145388"	"chr4"	118685368	118715433	0.159700010526316	0	0
"METTL15"	7506	0	"ENSG00000169519"	"chr11"	28108248	28527041	0.0656072411111111	0	0
"METTL16"	3815	0	"ENSG00000127804"	"chr17"	2405562	2511891	0.181640357666667	0	0
"METTL17"	7020	0	"ENSG00000165792"	"chr14"	20989770	20997035	0.0789801945925926	0	0
"METTL18"	7739	0	"ENSG00000171806"	"chr1"	169792529	169794966	0.0746796609090909	0	0
"METTL21A"	5378	8	"ENSG00000144401"	"chr2"	207580631	207625928	0.02955504375	0	1
"METTL22"	684	8	"ENSG00000067365"	"chr16"	8621683	8649654	0.0824064720634921	0	1
"METTL23"	8435	0	"ENSG00000181038"	"chr17"	76726830	76733936	0.138308055555556	0	0
"METTL25"	3814	0	"ENSG00000127720"	"chr12"	82358497	82479236	0.113360603725	0	0
"METTL2A"	1177	0	"ENSG00000087995"	"chr17"	62423867	62450822	0.198182915	0	0
"METTL2B"	6936	8	"ENSG00000165055"	"chr7"	128476729	128506602	0.0286017659842105	0	1
"METTL3"	7024	11	"ENSG00000165819"	"chr14"	21498133	21511375	0.0901076446285714	0	1
"METTL4"	1699	0	"ENSG00000101574"	"chr18"	2537525	2571509	0.0940718617647059	0	0
"METTL5"	4840	12	"ENSG00000138382"	"chr2"	169810081	169824931	0.10671104015625	0	1
"METTL6"	9674	0	"ENSG00000206562"	"chr3"	15381275	15440566	0.141183709333333	0	0
"METTL7A"	8774	11	"ENSG00000185432"	"chr12"	50923472	50932517	0.0975901403125	0	1
"METTL8"	3508	8	"ENSG00000123600"	"chr2"	171317405	171434802	0.0795611269047619	0	1
"METTL9"	9185	0	"ENSG00000197006"	"chr16"	21597218	21657473	0.166115918571429	0	0
"MEX3C"	8138	0	"ENSG00000176624"	"chr18"	51174550	51218304	0.1311902512	0	0
"MEX3D"	8463	9	"ENSG00000181588"	"chr19"	1554669	1568058	0.0856582	0	1
"MFAP1"	5005	0	"ENSG00000140259"	"chr15"	43804492	43824802	0.157792911111111	0	0
"MFF"	7438	0	"ENSG00000168958"	"chr2"	227325151	227357836	0.128079912727273	0	0
"MFHAS1"	5584	0	"ENSG00000147324"	"chr8"	8783354	8893645	0.068399107137931	0	0
"MFN1"	7665	12	"ENSG00000171109"	"chr3"	179347692	179394931	0.0984261458064516	0	1
"MFN2"	3003	0	"ENSG00000116688"	"chr1"	11980181	12013514	0.0791451487307692	0	0
"MFNG"	1438	12	"ENSG00000100060"	"chr22"	37469063	37486401	0.0436431665714286	0	1
"MFSD1"	3164	0	"ENSG00000118855"	"chr3"	158732198	158829719	0.0904091892619048	0	0
"MFSD10"	2414	12	"ENSG00000109736"	"chr4"	2930561	2934859	0.0453462049285714	0	1
"MFSD11"	1328	11	"ENSG00000092931"	"chr17"	76735865	76781449	0.1452188	0	1
"MFSD12"	6468	12	"ENSG00000161091"	"chr19"	3538261	3574290	0.09156875	0	1
"MFSD13A"	4815	12	"ENSG00000138111"	"chr10"	102461395	102477045	0.0939191050481481	0	1
"MFSD14A"	6161	0	"ENSG00000156875"	"chr1"	100038097	100083377	0.144830422727273	0	0
"MFSD14B"	5633	0	"ENSG00000148110"	"chr9"	94374551	94461042	0.05521773327704	0	0
"MFSD14C"	9093	12	"ENSG00000196312"	"chr9"	96897917	97013708	0.204375846153846	0	1
"MFSD2A"	7366	0	"ENSG00000168389"	"chr1"	39955112	39969968	0.172927472222222	0	0
"MFSD3"	7266	0	"ENSG00000167700"	"chr8"	144509074	144511213	0.144752936363636	0	0
"MFSD4B"	7873	11	"ENSG00000173214"	"chr6"	111259348	111271167	0.0927849166666667	0	1
"MFSD5"	8538	0	"ENSG00000182544"	"chr12"	53251251	53254405	0.0746102569565217	0	0
"MFSD6"	5848	0	"ENSG00000151690"	"chr2"	190408355	190509205	0.0951278536875	0	0
"MFSD8"	6792	0	"ENSG00000164073"	"chr4"	127917732	127966034	0.124877376923077	0	0
"MFSD9"	4539	0	"ENSG00000135953"	"chr2"	102715840	102736888	0.0682934082352941	0	0
"MGA"	7959	0	"ENSG00000174197"	"chr15"	41621224	41773081	0.142202878888889	0	0
"MGAT1"	4097	9	"ENSG00000131446"	"chr5"	180784782	180815652	0.142653025714286	0	1
"MGAT3"	3847	0	"ENSG00000128268"	"chr22"	39457344	39492194	0.0780201074782609	0	0
"MGAT4A"	776	12	"ENSG00000071073"	"chr2"	98619106	98731126	0.134945618181818	0	1
"MGAT4B"	6462	0	"ENSG00000161013"	"chr5"	179797597	179806952	0.135720155833333	0	0
"MGAT5"	5874	10	"ENSG00000152127"	"chr2"	134119983	134454621	0.120251959166667	0	1
"MGEA5"	9380	11	"ENSG00000198408"	"chr10"	101784443	101818465	0.0726049285714286	0	1
"MGLL"	851	0	"ENSG00000074416"	"chr3"	127689062	127823250	0.0795298257142857	0	0
"MGME1"	3696	0	"ENSG00000125871"	"chr20"	17968913	17991122	0.057398990075	0	0
"MGMT"	7601	8	"ENSG00000170430"	"chr10"	129467184	129768007	0.113819643	0	1
"MGRN1"	1790	12	"ENSG00000102858"	"chr16"	4616493	4690974	0.1298507934	0	1
"MGST1"	133	12	"ENSG00000008394"	"chr12"	16347142	16609259	0.1453661415	0	1
"MGST2"	1118	0	"ENSG00000085871"	"chr4"	139665768	139740745	0.134854924541667	0	0
"MGST3"	5243	12	"ENSG00000143198"	"chr1"	165630861	165661796	0.134361349892857	0	1
"MIA3"	6004	0	"ENSG00000154305"	"chr1"	222618086	222668012	0.106381427272727	0	0
"MIB1"	1710	8	"ENSG00000101752"	"chr18"	21704957	21870957	0.206852575	0	1
"MIB2"	9254	0	"ENSG00000197530"	"chr1"	1615415	1630610	0.1228666	0	0
"MICA"	9589	0	"ENSG00000204520"	"chr6"	31399784	31415315	0.0298132318521739	0	0
"MICAL1"	4486	12	"ENSG00000135596"	"chr6"	109444062	109465968	0.198772175	0	1
"MICAL2"	4301	0	"ENSG00000133816"	"chr11"	12094008	12263789	0.0587372105294118	0	0
"MICAL3"	9949	12	"ENSG00000243156"	"chr22"	17787649	18024559	0.124507970588235	0	1
"MICALL1"	1456	0	"ENSG00000100139"	"chr22"	37905657	37942822	0.178417676923077	0	0
"MICB"	9587	0	"ENSG00000204516"	"chr6"	31494881	31511124	0.0162141721666667	0	0
"MICU1"	2246	12	"ENSG00000107745"	"chr10"	72367327	72626191	0.1087715	0	1
"MICU2"	6979	0	"ENSG00000165487"	"chr13"	21492691	21604214	0.111033591827586	0	0
"MIDN"	7228	12	"ENSG00000167470"	"chr19"	1248553	1259140	0.153707633478261	0	1
"MIEF1"	1500	12	"ENSG00000100335"	"chr22"	39499432	39518132	0.183510443809524	0	1
"MIEF2"	8186	8	"ENSG00000177427"	"chr17"	18260534	18266552	0.069424807125	0	1
"MIEN1"	5154	0	"ENSG00000141741"	"chr17"	39728496	39730787	0.108349166666667	0	0
"MIER1"	9344	0	"ENSG00000198160"	"chr1"	66924895	66988619	0.117780173684211	0	0
"MIER2"	2067	0	"ENSG00000105556"	"chr19"	301444	344815	0.119301108060606	0	0
"MIER3"	6075	0	"ENSG00000155545"	"chr5"	56919602	56971675	0.16139814244898	0	0
"MIF"	9920	10	"ENSG00000240972"	"chr22"	23894004	23895227	0.0621262835737705	0	1
